,population_density,rucc,longitude,latitude,elevation,altitude,phone_abs_time,num_seen_cells,rsrp,rsrq,rssi,physiographic_region_provcode,physiographic_region_fencode,cell_tower_distance
146235,286.08,2.0,-81.3984775,35.7059123,300.5277404785156,255.966162248301,1724697530279,3.0,-111,-8,-91,4.0,4a,
146236,286.08,2.0,-81.39784711636733,35.705934986566064,300.8143005371094,256.4800869668545,1724697531285,3.0,-111,-8,-91,4.0,4a,
146237,286.08,2.0,-81.3984775,35.7059123,300.5277404785156,255.966162248301,1724697531285,3.0,-108,-13,-85,4.0,4a,
146238,286.08,2.0,-81.3984775,35.7059123,300.5277404785156,255.966162248301,1724697531285,3.0,-116,-11,-97,4.0,4a,
146239,286.08,2.0,-81.3984775,35.7059123,300.5277404785156,255.966162248301,1724697531285,3.0,-114,-13,-79,4.0,4a,
146240,286.08,2.0,-81.3984775,35.7059123,300.5277404785156,255.966162248301,1724697532288,2.0,-107,-12,-77,4.0,4a,
146241,286.08,2.0,-81.3984775,35.7059123,300.5277404785156,255.966162248301,1724697532288,2.0,-111,-17,-87,4.0,4a,
146242,286.08,2.0,-81.39659261534091,35.70598013418561,301.3520202636719,257.5028278083496,1724697533287,2.0,-107,-12,-77,4.0,4a,
146243,286.08,2.0,-81.39659261534091,35.70598013418561,301.3520202636719,257.5028278083496,1724697533287,2.0,-111,-17,-87,4.0,4a,
146244,286.08,2.0,-81.394671409375,35.70604927552083,301.9264526367188,259.0691045708738,1724697534292,4.0,-110,-12,-89,4.0,4a,
146245,286.08,2.0,-81.394671409375,35.70604927552083,301.9264526367188,259.0691045708738,1724697534292,4.0,-108,-11,-77,4.0,4a,
146246,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697535295,4.0,-109,-9,-77,4.0,4a,
146247,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697535295,4.0,-108,-12,-79,4.0,4a,
146248,286.08,2.0,-81.39422392826438,35.70605411953491,302.0992431640625,259.21835694418985,1724697536300,4.0,-111,-10,-91,4.0,4a,
146249,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697536300,4.0,-109,-9,-77,4.0,4a,
146250,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697536300,4.0,-108,-12,-75,4.0,4a,
146251,286.08,2.0,-81.39419753522097,35.70605369459469,302.1292114257812,259.2135557329793,1724697537302,4.0,-109,-9,-77,4.0,4a,
146252,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697537302,4.0,-108,-12,-75,4.0,4a,
146253,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697537302,4.0,-111,-10,-91,4.0,4a,
146254,286.08,2.0,-81.39416313507817,35.70605314073645,302.1736145019531,259.20729793434015,1724697538303,4.0,-105,-7,-87,4.0,4a,
146255,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697538303,4.0,-109,-12,-85,4.0,4a,
146256,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697538303,4.0,-105,-11,-83,4.0,4a,
146257,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697538303,4.0,-105,-8,-75,4.0,4a,
146258,286.08,2.0,-81.39411602126157,35.70605238218218,302.2085571289062,259.19872736591645,1724697539307,4.0,-109,-12,-85,4.0,4a,
146259,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697539307,4.0,-105,-7,-87,4.0,4a,
146260,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697539307,4.0,-105,-11,-83,4.0,4a,
146261,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697539307,4.0,-105,-8,-75,4.0,4a,
146262,286.08,2.0,-81.39405332357843,35.70605137272044,302.240966796875,259.1873219052274,1724697540305,4.0,-105,-8,-75,4.0,4a,
146263,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697540305,4.0,-105,-11,-83,4.0,4a,
146264,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697540305,4.0,-109,-12,-85,4.0,4a,
146265,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697540305,4.0,-105,-7,-87,4.0,4a,
146266,286.08,2.0,-81.3939559991939,35.70604980575276,302.2940063476562,259.16961743217195,1724697541305,4.0,-109,-10,-89,4.0,4a,
146267,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697541305,4.0,-112,-10,-91,4.0,4a,
146268,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697541305,4.0,-105,-11,-85,4.0,4a,
146269,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697541305,4.0,-105,-9,-73,4.0,4a,
146270,286.08,2.0,-81.39379559949388,35.70604722324328,302.3783874511719,259.1404388025702,1724697542304,4.0,-112,-10,-91,4.0,4a,
146271,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697542304,4.0,-109,-10,-89,4.0,4a,
146272,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697542304,4.0,-105,-11,-85,4.0,4a,
146273,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697542304,4.0,-105,-9,-73,4.0,4a,
146274,286.08,2.0,-81.3934728617653,35.706042027016345,302.4946899414062,259.0817289381528,1724697543305,2.0,-104,-10,-73,4.0,4a,
146275,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697543305,2.0,-105,-7,-89,4.0,4a,
146276,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697543305,2.0,-107,-9,-87,4.0,4a,
146277,286.08,2.0,-81.3944401,35.7060576,301.9883422851562,259.257681176113,1724697543305,2.0,-104,-9,-85,4.0,4a,
146278,286.08,2.0,-81.39250079217081,35.70602637624555,302.5262145996094,258.90489781788506,1724697544311,2.0,-104,-9,-85,4.0,4a,
146279,286.08,2.0,-81.39250079217081,35.70602637624555,302.5262145996094,258.90489781788506,1724697544311,2.0,-105,-7,-89,4.0,4a,
146280,286.08,2.0,-81.39250079217081,35.70602637624555,302.5262145996094,258.90489781788506,1724697544311,2.0,-104,-10,-73,4.0,4a,
146281,286.08,2.0,-81.39250079217081,35.70602637624555,302.5262145996094,258.90489781788506,1724697544311,2.0,-107,-9,-87,4.0,4a,
146282,286.08,2.0,-81.39054189537366,35.70599483709964,302.0978393554688,258.5485509913922,1724697545311,5.0,-106,-8,-87,4.0,4a,
146283,286.08,2.0,-81.39054189537366,35.70599483709964,302.0978393554688,258.5485509913922,1724697545311,5.0,-108,-10,-87,4.0,4a,
146284,286.08,2.0,-81.39054189537366,35.70599483709964,302.0978393554688,258.5485509913922,1724697545311,5.0,-102,-13,-77,4.0,4a,
146285,286.08,2.0,-81.39054189537366,35.70599483709964,302.0978393554688,258.5485509913922,1724697545311,5.0,-101,-8,-69,4.0,4a,
146286,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697546313,5.0,-106,-8,-87,4.0,4a,
146287,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697546313,5.0,-108,-10,-87,4.0,4a,
146288,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697546313,5.0,-102,-13,-77,4.0,4a,
146289,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697546313,5.0,-101,-8,-69,4.0,4a,
146290,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697547314,5.0,-114,-13,-91,4.0,4a,
146291,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697547314,5.0,-105,-8,-77,4.0,4a,
146292,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697547314,5.0,-109,-14,-87,4.0,4a,
146293,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697547314,5.0,-107,-9,-91,4.0,4a,
146294,286.08,2.0,-81.38981176522074,35.70600103913564,301.7053527832031,258.38929026342936,1724697548318,5.0,-114,-13,-91,4.0,4a,
146295,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697548318,5.0,-109,-14,-87,4.0,4a,
146296,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697548318,5.0,-105,-8,-77,4.0,4a,
146297,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697548318,5.0,-107,-9,-91,4.0,4a,
146298,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697549318,6.0,-101,-9,-81,4.0,4a,
146299,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697549318,6.0,-107,-13,-83,4.0,4a,
146300,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697549318,6.0,-106,-12,-69,4.0,4a,
146301,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697549318,6.0,-109,-9,-91,4.0,4a,
146302,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697550320,6.0,-101,-9,-81,4.0,4a,
146303,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697550320,6.0,-106,-12,-69,4.0,4a,
146304,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697550320,6.0,-109,-9,-91,4.0,4a,
146305,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697550320,6.0,-107,-13,-83,4.0,4a,
146306,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697551328,6.0,-107,-13,-83,4.0,4a,
146307,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697551328,6.0,-109,-9,-91,4.0,4a,
146308,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697551328,6.0,-101,-9,-81,4.0,4a,
146309,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697551328,6.0,-106,-12,-69,4.0,4a,
146310,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697552332,6.0,-110,-11,-89,4.0,4a,
146311,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697552332,6.0,-109,-14,-83,4.0,4a,
146312,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697552332,6.0,-109,-11,-77,4.0,4a,
146313,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697552332,6.0,-109,-10,-89,4.0,4a,
146314,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697553332,6.0,-110,-11,-89,4.0,4a,
146315,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697553332,6.0,-109,-14,-83,4.0,4a,
146316,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697553332,6.0,-109,-11,-77,4.0,4a,
146317,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697553332,6.0,-109,-10,-89,4.0,4a,
146318,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697554335,8.0,-108,-13,-85,4.0,4a,
146319,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697554335,8.0,-110,-12,-85,4.0,4a,
146320,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697554335,8.0,-108,-11,-87,4.0,4a,
146321,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697554335,8.0,-106,-14,-69,4.0,4a,
146322,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697555336,8.0,-108,-13,-85,4.0,4a,
146323,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697555336,8.0,-110,-12,-85,4.0,4a,
146324,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697555336,8.0,-106,-14,-69,4.0,4a,
146325,286.08,2.0,-81.3900365,35.7059867,301.7947692871094,258.456613510157,1724697555336,8.0,-108,-11,-87,4.0,4a,
146326,286.08,2.0,-81.38801702073863,35.70611555227273,300.9978637695312,257.85164305998074,1724697556336,6.0,-105,-9,-85,4.0,4a,
146328,286.08,2.0,-81.38801702073863,35.70611555227273,300.9978637695312,257.85164305998074,1724697556336,6.0,-106,-10,-85,4.0,4a,
146329,286.08,2.0,-81.38801702073863,35.70611555227273,300.9978637695312,257.85164305998074,1724697556336,6.0,-105,-10,-75,4.0,4a,
146330,286.08,2.0,-81.38596477102273,35.70624649545455,299.6728210449219,257.2368556450957,1724697557338,6.0,-105,-9,-85,4.0,4a,
146331,286.08,2.0,-81.38596477102273,35.70624649545455,299.6728210449219,257.2368556450957,1724697557338,6.0,-105,-10,-75,4.0,4a,
146332,286.08,2.0,-81.38596477102273,35.70624649545455,299.6728210449219,257.2368556450957,1724697557338,6.0,-106,-10,-85,4.0,4a,
146334,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697558337,8.0,-107,-9,-89,4.0,4a,
146335,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697558337,8.0,-113,-9,-95,4.0,4a,
146336,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697558337,8.0,-112,-15,-75,4.0,4a,
146337,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697558337,8.0,-111,-11,-89,4.0,4a,
146338,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697559339,8.0,-107,-9,-89,4.0,4a,
146339,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697559339,8.0,-113,-9,-95,4.0,4a,
146340,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697559339,8.0,-111,-11,-89,4.0,4a,
146341,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697559339,8.0,-112,-15,-75,4.0,4a,
146342,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697560339,7.0,-112,-12,-83,4.0,4a,
146343,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697560339,7.0,-114,-12,-91,4.0,4a,
146344,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697560339,7.0,-111,-11,-79,4.0,4a,
146345,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697560339,7.0,-116,-12,-89,4.0,4a,
146346,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697561342,7.0,-112,-12,-83,4.0,4a,
146347,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697561342,7.0,-116,-12,-89,4.0,4a,
146348,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697561342,7.0,-114,-12,-91,4.0,4a,
146349,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697561342,7.0,-111,-11,-79,4.0,4a,
146350,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697562363,7.0,-116,-12,-95,4.0,4a,
146351,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697562363,7.0,-114,-10,-97,4.0,4a,
146352,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697562363,7.0,-114,-13,-79,4.0,4a,
146353,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697562363,7.0,-108,-11,-87,4.0,4a,
146354,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697563363,7.0,-116,-12,-95,4.0,4a,
146355,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697563363,7.0,-114,-13,-79,4.0,4a,
146356,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697563363,7.0,-108,-11,-87,4.0,4a,
146357,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697563363,7.0,-114,-10,-97,4.0,4a,
146358,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697564360,7.0,-114,-10,-93,4.0,4a,
146359,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697564360,7.0,-119,-13,-95,4.0,4a,
146360,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697564360,7.0,-119,-19,-77,4.0,4a,
146361,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697564360,7.0,-112,-13,-89,4.0,4a,
146362,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697565361,7.0,-114,-10,-93,4.0,4a,
146363,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697565361,7.0,-119,-13,-95,4.0,4a,
146364,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697565361,7.0,-112,-13,-89,4.0,4a,
146365,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697565361,7.0,-119,-19,-77,4.0,4a,
146366,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697566361,6.0,-114,-11,-85,4.0,4a,
146367,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697566361,6.0,-116,-11,-87,4.0,4a,
146368,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697566361,6.0,-111,-15,-81,4.0,4a,
146369,286.08,2.0,-81.3857108,35.7062627,299.4048156738281,257.160774168603,1724697566361,6.0,-112,-13,-71,4.0,4a,
146370,286.08,2.0,-81.383799940625,35.70630010625,297.8383483886719,255.4751971507661,1724697567365,6.0,-112,-13,-71,4.0,4a,
146371,286.08,2.0,-81.383799940625,35.70630010625,297.8383483886719,255.4751971507661,1724697567365,6.0,-111,-15,-81,4.0,4a,
146372,286.08,2.0,-81.383799940625,35.70630010625,297.8383483886719,255.4751971507661,1724697567365,6.0,-116,-11,-87,4.0,4a,
146373,286.08,2.0,-81.383799940625,35.70630010625,297.8383483886719,255.4751971507661,1724697567365,6.0,-114,-11,-85,4.0,4a,
146374,286.08,2.0,-81.38187170980113,35.706337852556814,296.1195678710938,253.7742967054944,1724697568364,6.0,-117,-11,-97,4.0,4a,
146375,286.08,2.0,-81.38187170980113,35.706337852556814,296.1195678710938,253.7742967054944,1724697568364,6.0,-110,-14,-91,4.0,4a,
146376,286.08,2.0,-81.38187170980113,35.706337852556814,296.1195678710938,253.7742967054944,1724697568364,6.0,-117,-15,-79,4.0,4a,
146377,286.08,2.0,-81.38187170980113,35.706337852556814,296.1195678710938,253.7742967054944,1724697568364,6.0,-119,-13,-95,4.0,4a,
146378,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697569365,6.0,-117,-15,-79,4.0,4a,
146379,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697569365,6.0,-110,-14,-91,4.0,4a,
146380,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697569365,6.0,-117,-11,-97,4.0,4a,
146381,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697569365,6.0,-119,-13,-95,4.0,4a,
146382,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697570368,6.0,-112,-10,-93,4.0,4a,
146383,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697570368,6.0,-116,-15,-81,4.0,4a,
146384,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697570368,6.0,-115,-10,-93,4.0,4a,
146385,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697570368,6.0,-116,-18,-85,4.0,4a,
146386,286.08,2.0,-81.38139583449102,35.70634185438251,295.5647888183594,253.2917169297483,1724697571375,6.0,-116,-15,-81,4.0,4a,
146387,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697571375,6.0,-116,-18,-85,4.0,4a,
146388,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697571375,6.0,-115,-10,-93,4.0,4a,
146389,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697571375,6.0,-112,-10,-93,4.0,4a,
146390,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697572373,5.0,-118,-12,-97,4.0,4a,
146391,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697572373,5.0,-116,-16,-93,4.0,4a,
146392,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697572373,5.0,-117,-15,-77,4.0,4a,
146393,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697572373,5.0,-120,-15,-93,4.0,4a,
146394,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697573376,5.0,-118,-12,-97,4.0,4a,
146395,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697573376,5.0,-116,-16,-93,4.0,4a,
146396,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697573376,5.0,-117,-15,-77,4.0,4a,
146397,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697573376,5.0,-120,-15,-93,4.0,4a,
146398,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697574381,7.0,-115,-12,-93,4.0,4a,
146399,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697574381,7.0,-118,-17,-91,4.0,4a,
146400,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697574381,7.0,-118,-15,-83,4.0,4a,
146401,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697574381,7.0,-119,-12,-95,4.0,4a,
146402,286.08,2.0,-81.38116027049892,35.70634121662054,295.2965087890625,253.021880984437,1724697575381,7.0,-115,-12,-93,4.0,4a,
146403,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697575381,7.0,-118,-17,-91,4.0,4a,
146404,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697575381,7.0,-119,-12,-95,4.0,4a,
146405,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697575381,7.0,-118,-15,-83,4.0,4a,
146406,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697576386,7.0,-119,-13,-97,4.0,4a,
146407,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697576386,7.0,-119,-15,-91,4.0,4a,
146408,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697576386,7.0,-116,-15,-89,4.0,4a,
146409,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697576386,7.0,-117,-13,-81,4.0,4a,
146410,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697577385,7.0,-119,-13,-97,4.0,4a,
146411,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697577385,7.0,-116,-15,-89,4.0,4a,
146412,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697577385,7.0,-117,-13,-81,4.0,4a,
146413,286.08,2.0,-81.3816343,35.7063425,295.88427734375,253.564876530551,1724697577385,7.0,-119,-15,-91,4.0,4a,
146414,286.08,2.0,-81.3797353378187,35.70633735878187,293.8921203613281,251.38963637281827,1724697578387,3.0,-113,-11,-81,4.0,4a,
146415,286.08,2.0,-81.3797353378187,35.70633735878187,293.8921203613281,251.38963637281827,1724697578387,3.0,-109,-12,-81,4.0,4a,
146416,286.08,2.0,-81.37779572507083,35.70633210750709,291.8295593261719,249.1678314410668,1724697579389,3.0,-109,-12,-81,4.0,4a,
146417,286.08,2.0,-81.37779572507083,35.70633210750709,291.8295593261719,249.1678314410668,1724697579389,3.0,-113,-11,-81,4.0,4a,
146418,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697580394,3.0,-109,-10,-91,4.0,4a,
146419,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697580394,3.0,-107,-8,-77,4.0,4a,
146420,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697581395,3.0,-109,-10,-91,4.0,4a,
146421,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697581395,3.0,-107,-8,-77,4.0,4a,
146422,286.08,2.0,-81.37729922108487,35.70633556965228,291.3645324707031,248.61061079130204,1724697582395,4.0,-109,-10,-75,4.0,4a,
146423,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697582395,4.0,-106,-10,-75,4.0,4a,
146424,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697583398,4.0,-106,-10,-75,4.0,4a,
146425,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697583398,4.0,-109,-10,-75,4.0,4a,
146426,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697584400,4.0,-109,-10,-77,4.0,4a,
146427,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697584400,4.0,-104,-14,-81,4.0,4a,
146428,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697585400,4.0,-104,-14,-81,4.0,4a,
146429,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697585400,4.0,-109,-10,-77,4.0,4a,
146430,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697586400,3.0,-108,-9,-79,4.0,4a,
146431,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697586400,3.0,-101,-9,-83,4.0,4a,
146432,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697587407,3.0,-108,-9,-79,4.0,4a,
146433,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697587407,3.0,-101,-9,-83,4.0,4a,
146434,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697588411,4.0,-109,-10,-77,4.0,4a,
146435,286.08,2.0,-81.3775344,35.7063314,291.6481628417969,248.868486465232,1724697588411,4.0,-105,-10,-79,4.0,4a,
146436,286.08,2.0,-81.37564944099526,35.70636481976303,289.8483581542969,246.80161293868343,1724697589410,4.0,-105,-10,-79,4.0,4a,
146437,286.08,2.0,-81.37564944099526,35.70636481976303,289.8483581542969,246.80161293868343,1724697589410,4.0,-109,-10,-77,4.0,4a,
146438,286.08,2.0,-81.37373779905212,35.706398712606635,287.0306091308594,244.70548134401395,1724697590413,4.0,-112,-9,-81,4.0,4a,
146439,286.08,2.0,-81.37373779905212,35.706398712606635,287.0306091308594,244.70548134401395,1724697590413,4.0,-107,-11,-87,4.0,4a,
146440,286.08,2.0,-81.37330830902934,35.70640723769752,282.8601684570312,244.7512112970566,1724697591413,4.0,-107,-11,-87,4.0,4a,
146441,286.08,2.0,-81.37330830902934,35.70640723769752,282.8601684570312,244.7512112970566,1724697591413,4.0,-112,-9,-81,4.0,4a,
146442,286.08,2.0,-81.3733055,35.7064073,282.6513671875,244.755225031657,1724697592415,4.0,-111,-11,-77,4.0,4a,
146443,286.08,2.0,-81.3733055,35.7064073,282.6513671875,244.755225031657,1724697592415,4.0,-106,-12,-85,4.0,4a,
