"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Population Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Census Tract","47009011502","TN","47009011502","=""47009011502""","166.32","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47009011503","TN","47009011503","=""47009011503""","291.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47009011603","TN","47009011603","=""47009011603""","235.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47009011604","TN","47009011604","=""47009011604""","311.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47009011605","TN","47009011605","=""47009011605""","186.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47009011606","TN","47009011606","=""47009011606""","319.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47009011607","TN","47009011607","=""47009011607""","686.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47009980100","TN","47009980100","=""47009980100""","1.21","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47009980200","TN","47009980200","=""47009980200""","0.03","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011010100","TN","47011010100","=""47011010100""","1657.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011010201","TN","47011010201","=""47011010201""","2755.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011010202","TN","47011010202","=""47011010202""","1371.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011010300","TN","47011010300","=""47011010300""","953.32","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011010400","TN","47011010400","=""47011010400""","3871.18","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011010500","TN","47011010500","=""47011010500""","4344.04","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011010600","TN","47011010600","=""47011010600""","2366.75","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011010700","TN","47011010700","=""47011010700""","2045.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011010800","TN","47011010800","=""47011010800""","2300.85","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011010900","TN","47011010900","=""47011010900""","647.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011000","TN","47011011000","=""47011011000""","1868.82","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011101","TN","47011011101","=""47011011101""","408.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011102","TN","47011011102","=""47011011102""","111.59","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011201","TN","47011011201","=""47011011201""","311.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011203","TN","47011011203","=""47011011203""","307.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011204","TN","47011011204","=""47011011204""","1272.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011301","TN","47011011301","=""47011011301""","122.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011302","TN","47011011302","=""47011011302""","129.49","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011402","TN","47011011402","=""47011011402""","753.03","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011403","TN","47011011403","=""47011011403""","581.38","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011404","TN","47011011404","=""47011011404""","671.59","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011501","TN","47011011501","=""47011011501""","145.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011502","TN","47011011502","=""47011011502""","121.70","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011601","TN","47011011601","=""47011011601""","255.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47011011602","TN","47011011602","=""47011011602""","113.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950100","TN","47013950100","=""47013950100""","15.30","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950200","TN","47013950200","=""47013950200""","294.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950300","TN","47013950300","=""47013950300""","30.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950400","TN","47013950400","=""47013950400""","43.11","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950500","TN","47013950500","=""47013950500""","688.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950601","TN","47013950601","=""47013950601""","802.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950602","TN","47013950602","=""47013950602""","1133.83","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950701","TN","47013950701","=""47013950701""","438.76","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950702","TN","47013950702","=""47013950702""","1259.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950800","TN","47013950800","=""47013950800""","79.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013950900","TN","47013950900","=""47013950900""","114.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013951000","TN","47013951000","=""47013951000""","110.89","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47013951100","TN","47013951100","=""47013951100""","168.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47015960100","TN","47015960100","=""47015960100""","37.47","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47015960201","TN","47015960201","=""47015960201""","402.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47015960202","TN","47015960202","=""47015960202""","48.76","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47015960300","TN","47015960300","=""47015960300""","63.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47017962000","TN","47017962000","=""47017962000""","47.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47017962101","TN","47017962101","=""47017962101""","40.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47017962102","TN","47017962102","=""47017962102""","105.61","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47017962201","TN","47017962201","=""47017962201""","85.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47017962202","TN","47017962202","=""47017962202""","151.31","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47017962300","TN","47017962300","=""47017962300""","45.32","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47017962400","TN","47017962400","=""47017962400""","29.42","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47017962500","TN","47017962500","=""47017962500""","21.30","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47017980100","TN","47017980100","=""47017980100""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019070100","TN","47019070100","=""47019070100""","2226.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019070200","TN","47019070200","=""47019070200""","812.13","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019070300","TN","47019070300","=""47019070300""","1687.22","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019070400","TN","47019070400","=""47019070400""","1197.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019070500","TN","47019070500","=""47019070500""","271.68","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019070600","TN","47019070600","=""47019070600""","342.30","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019070700","TN","47019070700","=""47019070700""","244.66","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019070800","TN","47019070800","=""47019070800""","840.88","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019070900","TN","47019070900","=""47019070900""","1355.53","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019071000","TN","47019071000","=""47019071000""","378.21","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019071100","TN","47019071100","=""47019071100""","183.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019071200","TN","47019071200","=""47019071200""","256.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019071301","TN","47019071301","=""47019071301""","90.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019071302","TN","47019071302","=""47019071302""","121.51","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019071400","TN","47019071400","=""47019071400""","159.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019071500","TN","47019071500","=""47019071500""","46.42","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019071600","TN","47019071600","=""47019071600""","20.04","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47019071700","TN","47019071700","=""47019071700""","72.13","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47021070102","TN","47021070102","=""47021070102""","70.18","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47021070103","TN","47021070103","=""47021070103""","227.23","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47021070104","TN","47021070104","=""47021070104""","164.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47021070201","TN","47021070201","=""47021070201""","395.19","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47021070202","TN","47021070202","=""47021070202""","153.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47021070203","TN","47021070203","=""47021070203""","80.83","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47021070300","TN","47021070300","=""47021070300""","496.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47021070401","TN","47021070401","=""47021070401""","55.75","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47021070402","TN","47021070402","=""47021070402""","185.41","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47023970101","TN","47023970101","=""47023970101""","66.93","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47023970102","TN","47023970102","=""47023970102""","32.03","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47023970200","TN","47023970200","=""47023970200""","881.51","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47023970301","TN","47023970301","=""47023970301""","27.74","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47023970302","TN","47023970302","=""47023970302""","53.21","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47025970100","TN","47025970100","=""47025970100""","62.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47025970200","TN","47025970200","=""47025970200""","590.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47025970300","TN","47025970300","=""47025970300""","110.90","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47025970400","TN","47025970400","=""47025970400""","9.73","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47025970500","TN","47025970500","=""47025970500""","49.65","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47025970600","TN","47025970600","=""47025970600""","71.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47025970700","TN","47025970700","=""47025970700""","230.13","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47025970800","TN","47025970800","=""47025970800""","76.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47025970900","TN","47025970900","=""47025970900""","59.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47027955000","TN","47027955000","=""47027955000""","34.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47027955100","TN","47027955100","=""47027955100""","28.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47029920100","TN","47029920100","=""47029920100""","59.17","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47029920200","TN","47029920200","=""47029920200""","202.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47029920300","TN","47029920300","=""47029920300""","75.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47029920400","TN","47029920400","=""47029920400""","20.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47029920501","TN","47029920501","=""47029920501""","204.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47029920502","TN","47029920502","=""47029920502""","109.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47029920600","TN","47029920600","=""47029920600""","537.29","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47029920700","TN","47029920700","=""47029920700""","72.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47029980100","TN","47029980100","=""47029980100""","0.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970100","TN","47031970100","=""47031970100""","48.33","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970201","TN","47031970201","=""47031970201""","135.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970202","TN","47031970202","=""47031970202""","139.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970300","TN","47031970300","=""47031970300""","41.59","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970401","TN","47031970401","=""47031970401""","52.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970402","TN","47031970402","=""47031970402""","390.69","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970501","TN","47031970501","=""47031970501""","1287.79","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970502","TN","47031970502","=""47031970502""","1474.78","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970600","TN","47031970600","=""47031970600""","193.19","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970700","TN","47031970700","=""47031970700""","57.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970801","TN","47031970801","=""47031970801""","1234.99","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970803","TN","47031970803","=""47031970803""","94.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970804","TN","47031970804","=""47031970804""","769.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031970900","TN","47031970900","=""47031970900""","1095.38","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031971001","TN","47031971001","=""47031971001""","332.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031971002","TN","47031971002","=""47031971002""","1450.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47031980100","TN","47031980100","=""47031980100""","0.45","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47033961000","TN","47033961000","=""47033961000""","42.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47033961100","TN","47033961100","=""47033961100""","69.92","2019-2023","2022","Census","Tennessee (State)"
