"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Census Tract","37095920102","NC","37095920102","=""37095920102""","7.04","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37095990100","NC","37095990100","=""37095990100""","N/A","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37095990200","NC","37095990200","=""37095990200""","N/A","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060100","NC","37097060100","=""37097060100""","2172.86","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060200","NC","37097060200","=""37097060200""","838.82","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060300","NC","37097060300","=""37097060300""","1059.93","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060400","NC","37097060400","=""37097060400""","961.52","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060500","NC","37097060500","=""37097060500""","2567.59","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060601","NC","37097060601","=""37097060601""","1404.93","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060602","NC","37097060602","=""37097060602""","615.65","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060603","NC","37097060603","=""37097060603""","162.72","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060701","NC","37097060701","=""37097060701""","175.17","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060702","NC","37097060702","=""37097060702""","159.67","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060703","NC","37097060703","=""37097060703""","202.06","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060801","NC","37097060801","=""37097060801""","70.83","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060802","NC","37097060802","=""37097060802""","92.47","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060901","NC","37097060901","=""37097060901""","57.63","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097060902","NC","37097060902","=""37097060902""","70.67","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061001","NC","37097061001","=""37097061001""","332.35","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061002","NC","37097061002","=""37097061002""","166.69","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061003","NC","37097061003","=""37097061003""","427.14","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061101","NC","37097061101","=""37097061101""","148.20","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061102","NC","37097061102","=""37097061102""","199.51","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061103","NC","37097061103","=""37097061103""","213.53","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061104","NC","37097061104","=""37097061104""","235.60","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061201","NC","37097061201","=""37097061201""","394.68","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061202","NC","37097061202","=""37097061202""","468.26","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061203","NC","37097061203","=""37097061203""","939.39","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061204","NC","37097061204","=""37097061204""","832.78","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061205","NC","37097061205","=""37097061205""","218.00","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061301","NC","37097061301","=""37097061301""","200.43","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061302","NC","37097061302","=""37097061302""","322.27","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061303","NC","37097061303","=""37097061303""","495.38","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061304","NC","37097061304","=""37097061304""","746.03","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061401","NC","37097061401","=""37097061401""","1217.73","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061402","NC","37097061402","=""37097061402""","1676.82","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061403","NC","37097061403","=""37097061403""","1629.95","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061404","NC","37097061404","=""37097061404""","922.19","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061405","NC","37097061405","=""37097061405""","1307.63","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061406","NC","37097061406","=""37097061406""","1207.29","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061407","NC","37097061407","=""37097061407""","582.43","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061408","NC","37097061408","=""37097061408""","472.38","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061501","NC","37097061501","=""37097061501""","2721.69","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061502","NC","37097061502","=""37097061502""","725.98","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061503","NC","37097061503","=""37097061503""","1633.41","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061601","NC","37097061601","=""37097061601""","2074.56","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061603","NC","37097061603","=""37097061603""","1721.46","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061604","NC","37097061604","=""37097061604""","990.29","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37097061605","NC","37097061605","=""37097061605""","1255.77","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37099940200","NC","37099940200","=""37099940200""","94.13","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37099950200","NC","37099950200","=""37099950200""","63.26","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37099950300","NC","37099950300","=""37099950300""","169.59","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37099950400","NC","37099950400","=""37099950400""","304.85","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37099950500","NC","37099950500","=""37099950500""","114.75","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37099950600","NC","37099950600","=""37099950600""","243.09","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37099950700","NC","37099950700","=""37099950700""","22.71","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37099950800","NC","37099950800","=""37099950800""","43.66","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37099950900","NC","37099950900","=""37099950900""","39.84","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040101","NC","37101040101","=""37101040101""","157.58","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040102","NC","37101040102","=""37101040102""","103.89","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040103","NC","37101040103","=""37101040103""","116.58","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040204","NC","37101040204","=""37101040204""","206.92","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040205","NC","37101040205","=""37101040205""","228.84","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040206","NC","37101040206","=""37101040206""","106.64","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040207","NC","37101040207","=""37101040207""","1091.63","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040208","NC","37101040208","=""37101040208""","926.37","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040209","NC","37101040209","=""37101040209""","442.81","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040210","NC","37101040210","=""37101040210""","380.84","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040301","NC","37101040301","=""37101040301""","389.93","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040303","NC","37101040303","=""37101040303""","1097.56","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040304","NC","37101040304","=""37101040304""","224.52","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040400","NC","37101040400","=""37101040400""","266.15","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040501","NC","37101040501","=""37101040501""","127.90","2019-2023","2022","Census","North Carolina (State)"
