RSRQ (LTE pcell),RSRP (LTE pcell),Physical cell identity (LTE pcell),Time,time,nemo_abs_time,longitude,latitude,altitude,gps_time_prev,gps_time_next,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name
-12.1,-96.6,33, 9:06:48.173,2024-08-18  9:06:48.173,1723986408173.0,-121.89035115968063,37.70542440518962,75.0,1723986408024.0,1723986409026.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-9.9,-94.0,33, 9:06:49.411,2024-08-18  9:06:49.411,1723986409411.0,-121.89029436055776,37.705421,75.38346613545816,1723986409026.0,1723986410030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.7,-96.3,33, 9:06:50.670,2024-08-18  9:06:50.670,1723986410670.0,-121.89024163126253,37.7054190761523,75.35871743486975,1723986410030.0,1723986411028.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-9.6,-95.6,33, 9:06:51.347,2024-08-18  9:06:51.347,1723986411347.0,-121.8902159262948,37.705418,75.0,1723986411028.0,1723986412032.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.4,-94.1,33, 9:06:52.925,2024-08-18  9:06:52.925,1723986412925.0,-121.890148632427,37.70541440281973,75.8992950654582,1723986412032.0,1723986413025.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.5,-94.1,33, 9:06:54.411,2024-08-18  9:06:54.411,1723986414411.0,-121.89008152462311,37.705414,76.0,1723986414033.0,1723986415028.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.9,-92.5,33, 9:06:55.173,2024-08-18  9:06:55.173,1723986415173.0,-121.89004632332332,37.705413419419415,76.0,1723986415028.0,1723986416027.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.1,-90.6,33, 9:06:57.175,2024-08-18  9:06:57.175,1723986417175.0,-121.8899634195804,37.70541058741259,76.0,1723986417028.0,1723986418029.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.1,-91.2,33, 9:06:58.169,2024-08-18  9:06:58.169,1723986418169.0,-121.88992564788732,37.705414,76.0,1723986418029.0,1723986419023.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.6,-91.8,33, 9:06:59.164,2024-08-18  9:06:59.164,1723986419164.0,-121.889887501,37.705414,76.0,1723986419023.0,1723986420023.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.6,-90.9,33, 9:07:00.412,2024-08-18  9:07:00.412,1723986420412.0,-121.88984549304176,37.705414,76.0,1723986420023.0,1723986421029.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.1,-91.1,33, 9:07:01.926,2024-08-18  9:07:01.926,1723986421926.0,-121.889832,37.705414,76.0,1723986421029.0,1723986422020.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.9,-90.9,33, 9:07:03.410,2024-08-18  9:07:03.410,1723986423410.0,-121.889832,37.70541553692615,76.0,1723986423025.0,1723986424027.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.7,-91.0,33, 9:07:04.178,2024-08-18  9:07:04.178,1723986424178.0,-121.889832,37.705418,76.0,1723986424027.0,1723986425029.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.6,-91.1,33, 9:07:06.171,2024-08-18  9:07:06.171,1723986426171.0,-121.889832,37.705418,76.0,1723986426030.0,1723986427031.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.8,-93.1,33, 9:07:07.171,2024-08-18  9:07:07.171,1723986427171.0,-121.889832,37.705418,76.0,1723986427031.0,1723986428028.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.1,-90.7,33, 9:07:08.670,2024-08-18  9:07:08.670,1723986428670.0,-121.8898268742515,37.705418,76.0,1723986428028.0,1723986429030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.6,-91.3,33, 9:07:09.404,2024-08-18  9:07:09.404,1723986429404.0,-121.88981838438438,37.7054165025025,76.0,1723986429030.0,1723986430029.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.8,-91.2,33, 9:07:10.920,2024-08-18  9:07:10.920,1723986430920.0,-121.88978852747252,37.705414,76.0,1723986430029.0,1723986431030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.6,-91.6,33, 9:07:12.172,2024-08-18  9:07:12.172,1723986432172.0,-121.8897423896104,37.705414,76.0,1723986432028.0,1723986433029.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-9.6,-91.5,33, 9:07:13.170,2024-08-18  9:07:13.170,1723986433170.0,-121.88970262951808,37.705414,76.0,1723986433029.0,1723986434025.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.4,-91.1,33, 9:07:15.172,2024-08-18  9:07:15.172,1723986435172.0,-121.88961140881764,37.7054134268537,76.0,1723986435029.0,1723986436027.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.6,-92.8,33, 9:07:16.013,2024-08-18  9:07:16.013,1723986436013.0,-121.88957264529058,37.70541005611223,76.0,1723986435029.0,1723986436027.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.2,-91.8,33, 9:07:17.670,2024-08-18  9:07:17.670,1723986437670.0,-121.88948960982948,37.70541,76.0,1723986437033.0,1723986438030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.2,-91.6,33, 9:07:18.362,2024-08-18  9:07:18.362,1723986438362.0,-121.88945276823176,37.70541,76.0,1723986438030.0,1723986439031.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.2,-90.9,33, 9:07:19.639,2024-08-18  9:07:19.639,1723986439639.0,-121.8893796790371,37.70540756068205,76.0,1723986439031.0,1723986440028.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-9.9,-89.4,33, 9:07:20.169,2024-08-18  9:07:20.169,1723986440169.0,-121.889350258,37.705406,76.0,1723986440028.0,1723986441028.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-9.9,-90.8,33, 9:07:22.174,2024-08-18  9:07:22.174,1723986442174.0,-121.8892261686747,37.705409421686745,76.0,1723986442030.0,1723986443026.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.7,-93.5,33, 9:07:23.919,2024-08-18  9:07:23.919,1723986443919.0,-121.8891136899302,37.70540243868395,75.10967098703888,1723986443026.0,1723986444029.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-13.9,-93.6,33, 9:07:25.178,2024-08-18  9:07:25.178,1723986445178.0,-121.88903668562874,37.70540154191617,75.84730538922156,1723986445025.0,1723986446027.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-14.2,-93.6,33, 9:07:26.674,2024-08-18  9:07:26.674,1723986446674.0,-121.88894999198396,37.70539640681363,75.0,1723986446027.0,1723986447025.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-15.4,-94.1,33, 9:07:27.320,2024-08-18  9:07:27.320,1723986447320.0,-121.88891314781746,37.705395,75.0,1723986447025.0,1723986448033.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-14.8,-93.0,33, 9:07:28.609,2024-08-18  9:07:28.609,1723986448609.0,-121.88883922580644,37.705395,75.0,1723986448033.0,1723986449025.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-12.0,-93.4,33, 9:07:30.174,2024-08-18  9:07:30.174,1723986450174.0,-121.88876339056225,37.70539442570281,75.14357429718875,1723986450031.0,1723986451027.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.2,-93.8,33, 9:07:31.160,2024-08-18  9:07:31.160,1723986451160.0,-121.88871191848908,37.705391,75.86779324055667,1723986451027.0,1723986452033.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.8,-93.4,33, 9:07:32.921,2024-08-18  9:07:32.921,1723986452921.0,-121.888631152,37.705391,75.888,1723986452033.0,1723986453033.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-13.9,-95.1,33, 9:07:34.019,2024-08-18  9:07:34.019,1723986454019.0,-121.8885962414487,37.705391,75.00804828973843,1723986453033.0,1723986454027.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-16.4,-94.8,33, 9:07:35.677,2024-08-18  9:07:35.677,1723986455677.0,-121.88855007616222,37.705391,75.0,1723986455021.0,1723986456032.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-13.1,-92.8,33, 9:07:36.279,2024-08-18  9:07:36.279,1723986456279.0,-121.88853630761524,37.705391,75.0,1723986456032.0,1723986457030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-14.3,-92.3,33, 9:07:37.670,2024-08-18  9:07:37.670,1723986457670.0,-121.88850428,37.70538844,75.0,1723986457030.0,1723986458030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-13.0,-96.3,33, 9:07:39.177,2024-08-18  9:07:39.177,1723986459177.0,-121.88847770433904,37.705387,75.0,1723986459035.0,1723986460026.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-14.0,-98.3,33, 9:07:40.122,2024-08-18  9:07:40.122,1723986460122.0,-121.88845580734856,37.705387,75.0,1723986460026.0,1723986461033.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-13.4,-98.2,33, 9:07:40.675,2024-08-18  9:07:40.675,1723986460675.0,-121.88844317676266,37.705387,75.0,1723986460026.0,1723986461033.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-13.4,-98.2,33, 9:07:41.923,2024-08-18  9:07:41.923,1723986461923.0,-121.8884143856999,37.705387,75.0,1723986461033.0,1723986462026.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-14.5,-96.9,33, 9:07:43.172,2024-08-18  9:07:43.172,1723986463172.0,-121.88838670770772,37.70538242742742,75.0,1723986463029.0,1723986464028.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-16.6,-93.6,33, 9:07:44.411,2024-08-18  9:07:44.411,1723986464411.0,-121.88835234340382,37.70537321450151,75.0,1723986464028.0,1723986465021.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.1,-91.2,33, 9:07:45.046,2024-08-18  9:07:45.046,1723986465046.0,-121.88832822962226,37.70536342842943,75.0,1723986465021.0,1723986466027.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-8.4,-84.9,33, 9:07:45.570,2024-08-18  9:07:45.570,1723986465570.0,-121.88831208250495,37.70535144831014,75.0,1723986465021.0,1723986466027.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.4,-94.4,33, 9:07:46.218,2024-08-18  9:07:46.218,1723986466218.0,-121.88829228713858,37.70533452542372,74.80957128614158,1723986466027.0,1723986467030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-9.9,-86.5,33, 9:07:46.857,2024-08-18  9:07:46.857,1723986466857.0,-121.88827317447657,37.70531286440678,74.17248255234297,1723986466027.0,1723986467030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-12.7,-84.8,33, 9:07:47.411,2024-08-18  9:07:47.411,1723986467411.0,-121.88826191616766,37.70528684730539,74.0,1723986467030.0,1723986468032.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.9,-80.2,33, 9:07:48.142,2024-08-18  9:07:48.142,1723986468142.0,-121.888252,37.70524723588709,74.11088709677419,1723986468032.0,1723986469024.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.3,-79.2,33, 9:07:48.693,2024-08-18  9:07:48.693,1723986468693.0,-121.888252,37.70521335383064,74.6663306451613,1723986468032.0,1723986469024.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-8.9,-86.5,33, 9:07:49.248,2024-08-18  9:07:49.248,1723986469248.0,-121.888252,37.70517998196393,74.7755511022044,1723986469024.0,1723986470022.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-8.5,-86.3,33, 9:07:49.997,2024-08-18  9:07:49.997,1723986469997.0,-121.888252,37.70513645290581,74.0250501002004,1723986469024.0,1723986470022.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-9.8,-90.7,33, 9:07:50.592,2024-08-18  9:07:50.592,1723986470592.0,-121.888252,37.70510054013875,74.0,1723986470022.0,1723986471031.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.6,-91.1,33, 9:07:51.250,2024-08-18  9:07:51.250,1723986471250.0,-121.888253752,37.705062393000006,74.0,1723986471031.0,1723986472031.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-7.8,-87.1,33, 9:07:51.834,2024-08-18  9:07:51.834,1723986471834.0,-121.888258424,37.705031441,74.0,1723986471031.0,1723986472031.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-9.3,-91.0,33, 9:07:52.407,2024-08-18  9:07:52.407,1723986472407.0,-121.88826,37.7050022,74.0,1723986472031.0,1723986473031.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-8.6,-90.7,33, 9:07:52.909,2024-08-18  9:07:52.909,1723986472909.0,-121.88826,37.7049771,74.0,1723986472031.0,1723986473031.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-12.4,-92.3,33, 9:07:53.411,2024-08-18  9:07:53.411,1723986473411.0,-121.88826,37.70495391708292,74.0,1723986473031.0,1723986474032.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-12.4,-92.3,33, 9:07:53.939,2024-08-18  9:07:53.939,1723986473939.0,-121.88826,37.70493018081918,74.0,1723986473031.0,1723986474032.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-15.4,-97.4,33, 9:07:54.470,2024-08-18  9:07:54.470,1723986474470.0,-121.88826351807228,37.704914126506026,74.0,1723986474032.0,1723986475028.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-9.7,-98.8,33, 9:07:55.036,2024-08-18  9:07:55.036,1723986475036.0,-121.888268,37.7048988463094,73.99191102123356,1723986475028.0,1723986476017.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.8,-99.4,33, 9:07:55.679,2024-08-18  9:07:55.679,1723986475679.0,-121.888268,37.70488649342771,73.3417593528817,1723986475028.0,1723986476017.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.4,-90.9,33, 9:07:56.196,2024-08-18  9:07:56.196,1723986476196.0,-121.888268,37.70487733366435,73.17775571002979,1723986476017.0,1723986477024.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.4,-91.6,33, 9:07:56.776,2024-08-18  9:07:56.776,1723986476776.0,-121.888268,37.70486869414101,73.7537239324727,1723986476017.0,1723986477024.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.7,-89.1,33, 9:07:57.503,2024-08-18  9:07:57.503,1723986477503.0,-121.888268,37.70486308016032,74.0,1723986477024.0,1723986478022.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.2,-87.3,33, 9:07:58.115,2024-08-18  9:07:58.115,1723986478115.0,-121.888268,37.7048606305859,74.0,1723986478022.0,1723986479029.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.2,-88.9,33, 9:07:58.799,2024-08-18  9:07:58.799,1723986478799.0,-121.888268,37.70485791360476,74.0,1723986478022.0,1723986479029.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.5,-87.7,33, 9:07:59.412,2024-08-18  9:07:59.412,1723986479412.0,-121.8882706890672,37.704857,74.0,1723986479029.0,1723986480026.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.6,-88.6,33, 9:07:59.998,2024-08-18  9:07:59.998,1723986479998.0,-121.88827480341024,37.704857,74.0,1723986479029.0,1723986480026.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.4,-87.9,33, 9:08:00.622,2024-08-18  9:08:00.622,1723986480622.0,-121.888275,37.70485939117352,74.0,1723986480026.0,1723986481023.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.1,-88.1,33, 9:08:01.410,2024-08-18  9:08:01.410,1723986481410.0,-121.888275,37.70486253723932,74.0,1723986481023.0,1723986482030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.4,-87.6,33, 9:08:02.001,2024-08-18  9:08:02.001,1723986482001.0,-121.888275,37.70486488480636,74.0,1723986481023.0,1723986482030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.2,-87.8,33, 9:08:02.525,2024-08-18  9:08:02.525,1723986482525.0,-121.888275,37.704865,74.0,1723986482030.0,1723986483028.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.8,-88.0,33, 9:08:03.298,2024-08-18  9:08:03.298,1723986483298.0,-121.888275,37.704865,74.0,1723986483028.0,1723986484023.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-12.6,-87.4,33, 9:08:03.999,2024-08-18  9:08:03.999,1723986483999.0,-121.888275,37.704865,74.0,1723986483028.0,1723986484023.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.9,-87.6,33, 9:08:04.957,2024-08-18  9:08:04.957,1723986484957.0,-121.888275,37.704865,74.0,1723986484023.0,1723986485021.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.8,-87.5,33, 9:08:05.816,2024-08-18  9:08:05.816,1723986485816.0,-121.888275,37.704865,74.0,1723986485021.0,1723986486028.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.6,-87.5,33, 9:08:06.404,2024-08-18  9:08:06.404,1723986486404.0,-121.88827235477386,37.70486613366834,74.0,1723986486028.0,1723986487023.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.9,-87.7,33, 9:08:07.013,2024-08-18  9:08:07.013,1723986487013.0,-121.88826807035176,37.704867969849246,74.0,1723986486028.0,1723986487023.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-12.5,-89.8,33, 9:08:07.585,2024-08-18  9:08:07.585,1723986487585.0,-121.888268,37.704868,74.0,1723986487023.0,1723986488032.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.5,-86.9,33, 9:08:09.363,2024-08-18  9:08:09.363,1723986489363.0,-121.888268,37.704868,74.0,1723986489030.0,1723986490017.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.6,-88.9,33, 9:08:09.947,2024-08-18  9:08:09.947,1723986489947.0,-121.888268,37.704868,74.0,1723986489030.0,1723986490017.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.3,-89.2,33, 9:08:10.467,2024-08-18  9:08:10.467,1723986490467.0,-121.888268,37.704868,74.0,1723986490017.0,1723986491027.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.1,-87.6,33, 9:08:11.205,2024-08-18  9:08:11.205,1723986491205.0,-121.888268,37.704868,74.0,1723986491027.0,1723986492031.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.3,-96.9,33, 9:08:11.842,2024-08-18  9:08:11.842,1723986491842.0,-121.888268,37.704868,74.0,1723986491027.0,1723986492031.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.2,-88.3,33, 9:08:12.406,2024-08-18  9:08:12.406,1723986492406.0,-121.888268,37.704868,74.0,1723986492031.0,1723986493025.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.0,-88.3,33, 9:08:13.008,2024-08-18  9:08:13.008,1723986493008.0,-121.888268,37.704868,74.0,1723986492031.0,1723986493025.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-11.3,-88.6,33, 9:08:13.581,2024-08-18  9:08:13.581,1723986493581.0,-121.888268,37.704868,74.0,1723986493025.0,1723986494030.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-8.9,-88.2,33, 9:08:14.408,2024-08-18  9:08:14.408,1723986494408.0,-121.888268,37.70486535135135,74.0,1723986494030.0,1723986495029.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.3,-87.3,33, 9:08:14.908,2024-08-18  9:08:14.908,1723986494908.0,-121.888268,37.70486184784785,74.0,1723986494030.0,1723986495029.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.0,-87.6,33, 9:08:15.907,2024-08-18  9:08:15.907,1723986495907.0,-121.888268,37.70484064314516,74.0,1723986495029.0,1723986496021.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-9.7,-90.2,33, 9:08:16.408,2024-08-18  9:08:16.408,1723986496408.0,-121.888268,37.7048189359606,74.0,1723986496021.0,1723986497036.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.2,-90.1,33, 9:08:17.032,2024-08-18  9:08:17.032,1723986497032.0,-121.888268,37.70478819704434,74.0,1723986496021.0,1723986497036.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
-10.2,-88.4,33, 9:08:18.833,2024-08-18  9:08:18.833,1723986498833.0,-121.888268,37.70466232135729,74.0,1723986498033.0,1723986499035.0,CA,06001450101,06001450101,1811639,1811639,06001,Alameda County
